Date,Coal,Gas,Wind,Solar,Nuclear,Other,Total
11/25/2019,"  91,831 ","  141,943 ","  50,084 ","  5,473 ","  97,942 ","  37,241 ","  424,515 "
11/24/2019,"  91,498 ","  134,612 ","  37,525 ","  6,062 ","  97,245 ","  33,242 ","  400,184 "
11/23/2019,"  93,672 ","  139,784 ","  36,443 ","  4,968 ","  96,517 ","  34,375 ","  405,759 "
11/22/2019,"  98,427 ","  152,976 ","  32,193 ","  4,829 ","  95,716 ","  36,072 ","  420,213 "
11/21/2019,"  97,270 ","  145,168 ","  46,799 ","  4,992 ","  93,063 ","  35,020 ","  422,312 "
11/20/2019,"  96,725 ","  142,151 ","  51,120 ","  4,131 ","  91,392 ","  35,040 ","  420,560 "
11/19/2019,"  108,080 ","  153,465 ","  30,328 ","  4,281 ","  89,816 ","  34,779 ","  420,750 "
11/18/2019,"  109,872 ","  161,575 ","  24,228 ","  5,372 ","  88,998 ","  36,068 ","  426,113 "
11/17/2019,"  104,574 ","  144,041 ","  31,009 ","  5,704 ","  88,944 ","  33,564 ","  407,836 "
11/16/2019,"  100,562 ","  143,171 ","  46,778 ","  5,032 ","  88,173 ","  34,705 ","  418,421 "
11/15/2019,"  114,570 ","  167,459 ","  31,961 ","  4,255 ","  90,759 ","  36,111 ","  445,115 "
11/14/2019,"  130,274 ","  179,898 ","  22,718 ","  4,391 ","  90,931 ","  37,095 ","  465,308 "
11/13/2019,"  130,239 ","  188,725 ","  36,142 ","  5,863 ","  91,065 ","  38,284 ","  490,319 "
11/12/2019,"  123,562 ","  184,789 ","  34,014 ","  5,121 ","  90,854 ","  37,157 ","  475,498 "
11/11/2019,"  105,578 ","  139,995 ","  46,770 ","  5,989 ","  90,804 ","  35,298 ","  424,435 "
11/10/2019,"  97,135 ","  125,029 ","  36,585 ","  6,541 ","  90,727 ","  34,691 ","  390,708 "
11/9/2019,"  108,787 ","  143,111 ","  28,132 ","  6,769 ","  90,231 ","  36,386 ","  413,415 "
11/8/2019,"  113,178 ","  161,023 ","  27,731 ","  6,034 ","  90,489 ","  38,205 ","  436,659 "
11/7/2019,"  108,720 ","  153,143 ","  29,737 ","  5,640 ","  89,470 ","  38,690 ","  425,400 "
11/6/2019,"  103,507 ","  148,385 ","  30,983 ","  6,331 ","  89,274 ","  37,262 ","  415,742 "
11/5/2019,"  105,466 ","  156,385 ","  20,005 ","  6,262 ","  87,917 ","  37,325 ","  413,359 "
11/4/2019,"  98,646 ","  148,428 ","  32,323 ","  6,449 ","  87,058 ","  38,647 ","  411,552 "
11/3/2019,"  91,395 ","  135,713 ","  36,778 ","  7,125 ","  91,109 ","  39,463 ","  401,583 "
11/2/2019,"  91,710 ","  143,130 ","  28,338 ","  7,231 ","  87,524 ","  38,086 ","  396,020 "
11/1/2019,"  92,968 ","  154,742 ","  41,268 ","  7,618 ","  87,272 ","  37,381 ","  421,249 "
10/31/2019,"  99,016 ","  167,974 ","  32,646 ","  6,573 ","  87,218 ","  37,349 ","  430,776 "
10/30/2019,"  97,864 ","  159,036 ","  34,709 ","  5,472 ","  87,130 ","  37,130 ","  421,341 "
10/29/2019,"  98,795 ","  161,581 ","  25,157 ","  5,729 ","  86,899 ","  35,420 ","  413,582 "
10/28/2019,"  90,567 ","  157,230 ","  25,377 ","  6,734 ","  86,738 ","  36,212 ","  402,859 "
10/27/2019,"  73,263 ","  128,416 ","  46,747 ","  6,196 ","  86,947 ","  32,857 ","  374,425 "
10/26/2019,"  78,489 ","  136,511 ","  35,980 ","  6,908 ","  86,378 ","  32,743 ","  377,009 "
10/25/2019,"  87,649 ","  152,653 ","  35,043 ","  6,653 ","  86,407 ","  32,492 ","  400,897 "
10/24/2019,"  86,714 ","  155,125 ","  37,938 ","  6,996 ","  85,929 ","  34,651 ","  407,352 "
10/23/2019,"  81,148 ","  147,959 ","  41,938 ","  7,498 ","  85,219 ","  33,750 ","  397,511 "
10/22/2019,"  79,288 ","  160,209 ","  43,840 ","  6,780 ","  83,476 ","  31,879 ","  405,472 "
10/21/2019,"  77,262 ","  158,633 ","  44,786 ","  6,937 ","  83,224 ","  33,748 ","  404,589 "
10/20/2019,"  70,428 ","  145,713 ","  41,840 ","  6,756 ","  82,461 ","  31,367 ","  378,565 "
10/19/2019,"  74,184 ","  148,765 ","  32,600 ","  6,653 ","  81,558 ","  31,522 ","  375,282 "
10/18/2019,"  72,937 ","  144,466 ","  52,634 ","  7,608 ","  83,084 ","  31,754 ","  392,484 "
10/17/2019,"  76,314 ","  156,845 ","  41,992 ","  7,706 ","  84,103 ","  31,202 ","  398,162 "
10/16/2019,"  83,502 ","  169,088 ","  30,348 ","  5,927 ","  85,004 ","  32,412 ","  406,280 "
10/15/2019,"  78,639 ","  166,948 ","  42,287 ","  7,143 ","  85,431 ","  32,285 ","  412,733 "
10/14/2019,"  82,473 ","  166,980 ","  28,860 ","  7,368 ","  84,852 ","  32,480 ","  403,013 "
10/13/2019,"  72,060 ","  142,409 ","  29,803 ","  7,304 ","  85,008 ","  29,514 ","  366,097 "
10/12/2019,"  70,551 ","  139,059 ","  40,004 ","  8,029 ","  84,966 ","  30,051 ","  372,661 "
10/11/2019,"  83,445 ","  151,024 ","  46,102 ","  8,158 ","  86,864 ","  31,694 ","  407,287 "
10/10/2019,"  91,014 ","  159,401 ","  48,421 ","  8,115 ","  87,998 ","  32,769 ","  427,719 "
10/9/2019,"  88,931 ","  150,499 ","  50,966 ","  7,151 ","  87,038 ","  32,638 ","  417,223 "
10/8/2019,"  87,954 ","  159,394 ","  42,824 ","  8,478 ","  86,110 ","  31,520 ","  416,278 "
10/7/2019,"  95,947 ","  175,994 ","  25,473 ","  12,164 ","  86,054 ","  32,331 ","  427,964 "
10/6/2019,"  83,491 ","  161,379 ","  32,088 ","  13,135 ","  87,036 ","  30,405 ","  407,532 "
10/5/2019,"  81,396 ","  162,347 ","  39,485 ","  13,051 ","  87,518 ","  30,034 ","  413,831 "
10/4/2019,"  106,750 ","  183,188 ","  28,071 ","  7,805 ","  92,040 ","  29,501 ","  447,354 "
10/3/2019,"  119,545 ","  194,977 ","  28,325 ","  8,469 ","  91,775 ","  31,899 ","  474,991 "
10/2/2019,"  127,642 ","  209,637 ","  29,067 ","  8,404 ","  90,887 ","  37,018 ","  502,654 "
10/1/2019,"  122,336 ","  194,982 ","  41,931 ","  8,894 ","  90,373 ","  37,515 ","  496,031 "
9/30/2019,"  114,533 ","  184,784 ","  51,080 ","  7,493 ","  90,472 ","  38,135 ","  486,497 "
9/29/2019,"  104,741 ","  161,240 ","  49,946 ","  7,903 ","  90,871 ","  35,449 ","  450,150 "
9/28/2019,"  109,954 ","  169,457 ","  39,422 ","  8,149 ","  91,677 ","  34,746 ","  453,405 "
9/27/2019,"  114,383 ","  174,076 ","  45,496 ","  8,267 ","  90,886 ","  36,098 ","  469,205 "
9/26/2019,"  116,269 ","  190,112 ","  35,156 ","  7,198 ","  90,996 ","  35,398 ","  475,129 "
9/25/2019,"  113,721 ","  191,395 ","  32,261 ","  7,691 ","  90,915 ","  37,187 ","  473,168 "
9/24/2019,"  113,494 ","  190,684 ","  35,623 ","  8,660 ","  91,330 ","  35,360 ","  475,150 "
9/23/2019,"  122,754 ","  201,466 ","  23,579 ","  8,174 ","  92,377 ","  36,439 ","  484,789 "
9/22/2019,"  109,935 ","  176,921 ","  27,217 ","  8,265 ","  92,383 ","  35,121 ","  449,841 "
9/21/2019,"  104,392 ","  162,629 ","  45,527 ","  9,026 ","  92,877 ","  33,939 ","  448,390 "
9/20/2019,"  113,885 ","  174,360 ","  35,226 ","  9,203 ","  96,247 ","  35,101 ","  464,022 "
9/19/2019,"  118,865 ","  178,582 ","  27,743 ","  8,961 ","  97,034 ","  36,446 ","  467,631 "
9/18/2019,"  121,227 ","  188,653 ","  32,784 ","  8,917 ","  96,793 ","  37,114 ","  485,486 "
9/17/2019,"  123,622 ","  195,728 ","  37,506 ","  9,134 ","  96,563 ","  36,970 ","  499,523 "
9/16/2019,"  125,968 ","  207,126 ","  31,840 ","  7,524 ","  96,097 ","  38,865 ","  507,421 "
9/15/2019,"  114,334 ","  185,973 ","  27,013 ","  7,964 ","  96,376 ","  33,937 ","  465,597 "
9/14/2019,"  110,737 ","  184,348 ","  30,031 ","  8,528 ","  95,464 ","  35,016 ","  464,124 "
9/13/2019,"  124,283 ","  202,486 ","  29,011 ","  8,433 ","  98,079 ","  36,552 ","  498,844 "
9/12/2019,"  127,954 ","  215,274 ","  34,965 ","  9,313 ","  98,259 ","  41,210 ","  526,975 "
9/11/2019,"  127,790 ","  213,201 ","  41,605 ","  8,918 ","  98,395 ","  40,638 ","  530,547 "
9/10/2019,"  125,417 ","  204,262 ","  41,448 ","  8,757 ","  97,558 ","  38,780 ","  516,221 "
9/9/2019,"  116,968 ","  197,595 ","  42,370 ","  8,481 ","  96,956 ","  38,294 ","  500,664 "
9/8/2019,"  107,107 ","  178,996 ","  34,900 ","  9,092 ","  96,737 ","  33,005 ","  459,836 "
9/7/2019,"  110,926 ","  193,928 ","  25,056 ","  9,156 ","  97,511 ","  35,562 ","  472,141 "
9/6/2019,"  118,286 ","  213,952 ","  21,666 ","  8,475 ","  99,169 ","  39,157 ","  500,704 "
9/5/2019,"  120,621 ","  220,981 ","  24,378 ","  7,107 ","  99,720 ","  40,620 ","  513,428 "
9/4/2019,"  124,590 ","  231,912 ","  23,158 ","  8,093 ","  100,831 ","  42,051 ","  530,634 "
9/3/2019,"  116,915 ","  218,721 ","  31,499 ","  8,816 ","  100,733 ","  43,342 ","  520,026 "
9/2/2019,"  108,025 ","  202,232 ","  22,866 ","  8,039 ","  100,663 ","  40,213 ","  482,038 "
9/1/2019,"  101,629 ","  194,146 ","  16,049 ","  8,796 ","  100,363 ","  37,706 ","  458,688 "
8/31/2019,"  100,907 ","  194,235 ","  18,683 ","  9,592 ","  100,951 ","  39,128 ","  463,495 "
8/30/2019,"  111,077 ","  206,277 ","  27,646 ","  9,852 ","  101,125 ","  42,741 ","  498,718 "
8/29/2019,"  108,942 ","  208,410 ","  37,466 ","  9,934 ","  100,687 ","  41,183 ","  506,622 "
8/28/2019,"  113,509 ","  215,372 ","  23,764 ","  8,878 ","  100,366 ","  42,826 ","  504,714 "
8/27/2019,"  111,294 ","  203,669 ","  34,009 ","  8,653 ","  100,388 ","  40,353 ","  498,367 "
8/26/2019,"  107,426 ","  201,785 ","  34,691 ","  8,752 ","  101,513 ","  38,639 ","  492,806 "
8/25/2019,"  95,334 ","  178,709 ","  31,777 ","  8,486 ","  101,850 ","  35,633 ","  451,790 "
8/24/2019,"  98,339 ","  190,258 ","  28,199 ","  8,687 ","  102,115 ","  35,332 ","  462,929 "
8/23/2019,"  115,285 ","  214,795 ","  25,673 ","  9,256 ","  102,159 ","  40,801 ","  507,970 "
8/22/2019,"  132,189 ","  232,603 ","  23,599 ","  9,223 ","  101,919 ","  43,892 ","  543,426 "
8/21/2019,"  136,776 ","  235,697 ","  27,900 ","  9,622 ","  101,807 ","  45,724 ","  557,526 "
8/20/2019,"  138,948 ","  237,981 ","  27,914 ","  9,676 ","  98,784 ","  46,235 ","  559,538 "
8/19/2019,"  138,015 ","  241,789 ","  28,545 ","  9,579 ","  99,111 ","  43,768 ","  560,805 "
8/18/2019,"  124,674 ","  210,946 ","  32,736 ","  9,489 ","  99,172 ","  37,844 ","  514,862 "
8/17/2019,"  124,198 ","  207,501 ","  36,725 ","  9,310 ","  99,205 ","  37,978 ","  514,917 "
8/16/2019,"  129,872 ","  222,500 ","  30,783 ","  9,441 ","  100,754 ","  42,827 ","  536,176 "
8/15/2019,"  134,069 ","  232,058 ","  19,731 ","  9,324 ","  101,879 ","  44,146 ","  541,208 "
8/14/2019,"  137,172 ","  239,904 ","  17,906 ","  9,387 ","  100,724 ","  42,611 ","  547,704 "
8/13/2019,"  140,982 ","  244,700 ","  18,684 ","  9,455 ","  100,446 ","  43,041 ","  557,307 "
8/12/2019,"  132,762 ","  237,222 ","  23,670 ","  9,933 ","  100,676 ","  42,810 ","  547,073 "
8/11/2019,"  117,915 ","  198,880 ","  30,537 ","  9,861 ","  101,468 ","  39,402 ","  498,062 "
8/10/2019,"  120,915 ","  204,328 ","  25,417 ","  9,369 ","  102,687 ","  40,398 ","  503,113 "
8/9/2019,"  130,422 ","  226,481 ","  23,889 ","  9,698 ","  102,489 ","  44,441 ","  537,419 "
8/8/2019,"  132,552 ","  227,136 ","  28,689 ","  9,518 ","  101,846 ","  45,761 ","  545,503 "
8/7/2019,"  132,996 ","  237,393 ","  25,715 ","  7,833 ","  100,478 ","  47,527 ","  551,943 "
8/6/2019,"  132,990 ","  245,629 ","  17,044 ","  7,536 ","  99,674 ","  48,131 ","  551,004 "
8/5/2019,"  128,020 ","  243,038 ","  17,481 ","  8,896 ","  98,494 ","  46,500 ","  542,429 "
8/4/2019,"  119,685 ","  224,304 ","  11,187 ","  9,076 ","  98,135 ","  42,304 ","  504,689 "
8/3/2019,"  119,793 ","  220,257 ","  15,278 ","  9,036 ","  99,502 ","  44,885 ","  508,751 "
8/2/2019,"  121,273 ","  223,911 ","  25,369 ","  9,285 ","  100,709 ","  46,837 ","  527,385 "
8/1/2019,"  124,721 ","  226,070 ","  24,999 ","  9,578 ","  100,267 ","  48,785 ","  534,421 "
7/31/2019,"  125,683 ","  232,213 ","  26,509 ","  8,748 ","  100,808 ","  48,261 ","  542,221 "
7/30/2019,"  133,438 ","  240,626 ","  22,764 ","  9,213 ","  101,002 ","  48,439 ","  555,482 "
7/29/2019,"  132,473 ","  239,658 ","  29,501 ","  9,743 ","  100,200 ","  47,112 ","  558,687 "
7/28/2019,"  119,450 ","  208,424 ","  38,457 ","  9,631 ","  100,025 ","  44,564 ","  520,551 "
7/27/2019,"  119,519 ","  203,115 ","  34,783 ","  10,158 ","  101,409 ","  43,134 ","  512,118 "
7/26/2019,"  120,151 ","  207,327 ","  32,895 ","  9,522 ","  101,862 ","  47,701 ","  519,458 "
7/25/2019,"  119,144 ","  203,291 ","  29,434 ","  7,675 ","  100,937 ","  47,029 ","  507,510 "
7/24/2019,"  125,806 ","  204,694 ","  18,375 ","  8,593 ","  99,889 ","  45,573 ","  502,930 "
7/23/2019,"  129,661 ","  206,961 ","  18,016 ","  7,074 ","  99,923 ","  45,309 ","  506,945 "
7/22/2019,"  136,846 ","  221,221 ","  28,200 ","  8,348 ","  99,694 ","  47,465 ","  541,775 "
7/21/2019,"  137,435 ","  221,313 ","  26,213 ","  10,156 ","  99,577 ","  46,103 ","  540,796 "
7/20/2019,"  139,912 ","  219,196 ","  45,111 ","  10,336 ","  100,220 ","  47,935 ","  562,710 "
7/19/2019,"  146,524 ","  229,847 ","  48,195 ","  9,971 ","  100,812 ","  50,276 ","  585,625 "
7/18/2019,"  140,936 ","  225,737 ","  45,622 ","  10,258 ","  101,879 ","  48,992 ","  573,424 "
7/17/2019,"  145,371 ","  235,130 ","  40,619 ","  10,148 ","  101,855 ","  48,135 ","  581,258 "
7/16/2019,"  147,149 ","  232,993 ","  29,439 ","  10,237 ","  101,988 ","  47,952 ","  569,758 "
7/15/2019,"  144,072 ","  226,839 ","  23,937 ","  10,521 ","  102,032 ","  45,094 ","  552,495 "
7/14/2019,"  136,090 ","  208,993 ","  17,879 ","  10,047 ","  101,782 ","  43,135 ","  517,927 "
7/13/2019,"  135,298 ","  213,599 ","  16,644 ","  9,123 ","  101,920 ","  43,753 ","  520,336 "
7/12/2019,"  138,565 ","  230,236 ","  14,465 ","  9,065 ","  102,260 ","  49,049 ","  543,640 "
7/11/2019,"  138,481 ","  235,885 ","  19,355 ","  9,477 ","  102,309 ","  47,525 ","  553,032 "
7/10/2019,"  136,127 ","  236,701 ","  27,534 ","  10,212 ","  102,207 ","  46,830 ","  559,611 "
7/9/2019,"  130,166 ","  218,969 ","  28,427 ","  9,797 ","  102,376 ","  47,058 ","  536,792 "
7/8/2019,"  128,936 ","  206,780 ","  27,613 ","  9,900 ","  102,239 ","  45,613 ","  521,081 "
7/7/2019,"  124,795 ","  194,935 ","  20,142 ","  8,466 ","  101,936 ","  42,568 ","  492,842 "
7/6/2019,"  125,398 ","  203,309 ","  23,534 ","  9,702 ","  102,073 ","  44,886 ","  508,901 "
7/5/2019,"  125,994 ","  208,528 ","  29,465 ","  10,018 ","  102,176 ","  46,982 ","  523,163 "
7/4/2019,"  121,842 ","  193,877 ","  32,176 ","  10,049 ","  102,244 ","  44,379 ","  504,567 "
7/3/2019,"  132,115 ","  215,260 ","  30,813 ","  10,296 ","  102,316 ","  48,037 ","  538,837 "
7/2/2019,"  136,034 ","  220,813 ","  30,191 ","  10,513 ","  102,310 ","  47,022 ","  546,885 "
7/1/2019,"  129,690 ","  212,200 ","  28,049 ","  10,724 ","  102,525 ","  47,014 ","  530,202 "
6/30/2019,"  123,110 ","  190,760 ","  26,092 ","  9,401 ","  102,209 ","  43,010 ","  494,583 "
6/29/2019,"  127,791 ","  201,016 ","  22,862 ","  8,515 ","  102,142 ","  45,300 ","  507,625 "
6/28/2019,"  129,737 ","  208,911 ","  30,312 ","  10,147 ","  102,435 ","  49,200 ","  530,741 "
6/27/2019,"  129,169 ","  201,998 ","  36,247 ","  10,430 ","  101,803 ","  48,926 ","  528,573 "
6/26/2019,"  125,187 ","  199,812 ","  32,135 ","  10,242 ","  101,817 ","  49,600 ","  518,793 "
6/25/2019,"  118,283 ","  193,084 ","  34,421 ","  9,664 ","  102,754 ","  50,363 ","  508,568 "
6/24/2019,"  112,128 ","  190,792 ","  27,776 ","  10,511 ","  102,980 ","  49,817 ","  494,003 "
6/23/2019,"  98,410 ","  164,886 ","  33,253 ","  10,368 ","  102,599 ","  45,484 ","  454,999 "
6/22/2019,"  97,547 ","  164,252 ","  39,050 ","  10,054 ","  102,747 ","  47,328 ","  460,978 "
6/21/2019,"  106,287 ","  175,631 ","  49,675 ","  10,340 ","  101,383 ","  51,731 ","  495,048 "
6/20/2019,"  115,183 ","  189,080 ","  34,920 ","  10,032 ","  100,139 ","  51,393 ","  500,747 "
6/19/2019,"  120,717 ","  194,307 ","  21,830 ","  9,748 ","  99,670 ","  50,443 ","  496,715 "
6/18/2019,"  118,980 ","  189,938 ","  18,679 ","  9,503 ","  99,418 ","  50,547 ","  487,064 "
6/17/2019,"  112,820 ","  190,223 ","  14,479 ","  9,277 ","  99,251 ","  49,706 ","  475,756 "
6/16/2019,"  94,726 ","  159,926 ","  21,451 ","  9,605 ","  99,242 ","  44,412 ","  429,362 "
6/15/2019,"  87,087 ","  149,879 ","  40,225 ","  10,263 ","  99,032 ","  46,881 ","  433,368 "
6/14/2019,"  84,276 ","  144,430 ","  55,101 ","  10,197 ","  99,590 ","  47,597 ","  441,191 "
6/13/2019,"  91,073 ","  163,545 ","  34,324 ","  9,392 ","  99,965 ","  50,424 ","  448,723 "
6/12/2019,"  91,244 ","  172,173 ","  29,299 ","  9,340 ","  99,914 ","  51,577 ","  453,547 "
6/11/2019,"  99,456 ","  179,104 ","  24,453 ","  9,100 ","  99,306 ","  51,890 ","  463,309 "
6/10/2019,"  99,313 ","  176,102 ","  29,116 ","  8,649 ","  99,096 ","  53,505 ","  465,781 "
6/9/2019,"  86,459 ","  149,813 ","  38,954 ","  8,833 ","  98,798 ","  49,895 ","  432,752 "
6/8/2019,"  90,883 ","  156,503 ","  34,984 ","  9,330 ","  97,750 ","  49,752 ","  439,201 "
6/7/2019,"  108,647 ","  180,037 ","  27,433 ","  9,070 ","  97,256 ","  51,810 ","  474,253 "
6/6/2019,"  115,858 ","  190,890 ","  16,368 ","  9,330 ","  96,823 ","  54,503 ","  483,772 "
6/5/2019,"  112,930 ","  187,639 ","  20,014 ","  9,105 ","  96,921 ","  54,377 ","  480,985 "
6/4/2019,"  104,218 ","  168,807 ","  32,855 ","  9,853 ","  97,828 ","  52,668 ","  466,229 "
6/3/2019,"  104,198 ","  167,230 ","  30,333 ","  10,031 ","  98,467 ","  50,926 ","  461,184 "
6/2/2019,"  101,444 ","  156,836 ","  22,150 ","  9,049 ","  96,851 ","  47,734 ","  434,065 "
6/1/2019,"  101,135 ","  157,533 ","  26,253 ","  9,680 ","  95,770 ","  50,884 ","  441,255 "
5/31/2019,"  112,727 ","  178,430 ","  17,083 ","  9,214 ","  98,541 ","  56,528 ","  472,523 "
5/30/2019,"  114,861 ","  175,010 ","  18,388 ","  9,385 ","  98,314 ","  56,380 ","  472,338 "
5/29/2019,"  117,095 ","  169,808 ","  28,082 ","  9,651 ","  97,406 ","  54,114 ","  476,154 "
5/28/2019,"  111,652 ","  159,461 ","  42,387 ","  9,361 ","  97,652 ","  54,047 ","  474,561 "
5/27/2019,"  98,552 ","  136,739 ","  46,818 ","  7,704 ","  97,032 ","  50,227 ","  437,071 "
5/26/2019,"  100,830 ","  138,744 ","  39,119 ","  7,387 ","  96,824 ","  49,395 ","  432,299 "
5/25/2019,"  99,535 ","  138,026 ","  42,739 ","  9,403 ","  97,978 ","  49,694 ","  437,375 "
5/24/2019,"  105,500 ","  155,812 ","  42,039 ","  9,403 ","  96,965 ","  51,782 ","  461,500 "
5/23/2019,"  104,130 ","  154,683 ","  43,701 ","  7,002 ","  96,714 ","  54,222 ","  460,452 "
5/22/2019,"  97,648 ","  146,807 ","  45,150 ","  7,610 ","  96,539 ","  52,784 ","  446,538 "
5/21/2019,"  93,514 ","  139,218 ","  49,257 ","  8,466 ","  97,843 ","  52,652 ","  440,950 "
5/20/2019,"  98,604 ","  146,861 ","  46,655 ","  7,838 ","  96,001 ","  53,708 ","  449,666 "
5/19/2019,"  89,089 ","  134,615 ","  36,178 ","  7,057 ","  94,562 ","  52,341 ","  413,842 "
5/18/2019,"  89,507 ","  128,107 ","  43,144 ","  8,674 ","  94,102 ","  54,202 ","  417,736 "
5/17/2019,"  92,177 ","  132,460 ","  54,612 ","  8,223 ","  94,325 ","  53,894 ","  435,691 "
5/16/2019,"  91,951 ","  135,258 ","  43,932 ","  7,680 ","  94,909 ","  55,891 ","  429,621 "
5/15/2019,"  94,014 ","  142,264 ","  24,933 ","  7,927 ","  94,716 ","  54,951 ","  418,804 "
5/14/2019,"  89,964 ","  142,959 ","  23,961 ","  9,744 ","  93,966 ","  53,196 ","  413,790 "
5/13/2019,"  89,965 ","  141,042 ","  25,493 ","  9,180 ","  92,954 ","  52,907 ","  411,541 "
5/12/2019,"  80,856 ","  125,032 ","  18,617 ","  7,947 ","  93,310 ","  49,322 ","  375,084 "
5/11/2019,"  83,373 ","  130,395 ","  17,914 ","  8,635 ","  93,264 ","  50,170 ","  383,750 "
5/10/2019,"  95,785 ","  142,050 ","  21,330 ","  6,029 ","  92,891 ","  52,866 ","  410,950 "
5/9/2019,"  91,200 ","  137,332 ","  43,563 ","  8,069 ","  92,061 ","  50,768 ","  422,991 "
5/8/2019,"  89,960 ","  139,199 ","  42,458 ","  9,054 ","  92,591 ","  49,334 ","  422,595 "
5/7/2019,"  91,746 ","  142,102 ","  36,757 ","  8,958 ","  91,446 ","  49,803 ","  420,811 "
5/6/2019,"  89,215 ","  139,477 ","  33,053 ","  9,025 ","  89,690 ","  50,899 ","  411,360 "
5/5/2019,"  80,876 ","  125,697 ","  28,758 ","  8,142 ","  88,309 ","  46,177 ","  377,957 "
5/4/2019,"  89,293 ","  140,101 ","  15,056 ","  9,336 ","  87,583 ","  47,680 ","  389,048 "
5/3/2019,"  92,491 ","  153,302 ","  20,419 ","  9,102 ","  88,180 ","  50,282 ","  413,775 "
5/2/2019,"  91,628 ","  154,552 ","  27,620 ","  8,890 ","  88,420 ","  50,984 ","  422,095 "
5/1/2019,"  91,328 ","  158,855 ","  25,374 ","  9,431 ","  88,325 ","  51,065 ","  424,378 "
4/30/2019,"  89,648 ","  154,586 ","  30,001 ","  9,081 ","  88,498 ","  52,176 ","  423,990 "
4/29/2019,"  84,497 ","  141,852 ","  41,179 ","  7,174 ","  88,605 ","  50,397 ","  413,705 "
4/28/2019,"  73,293 ","  118,204 ","  45,041 ","  8,904 ","  88,206 ","  46,468 ","  380,115 "
4/27/2019,"  71,961 ","  114,174 ","  50,913 ","  9,524 ","  87,489 ","  45,581 ","  379,642 "
4/26/2019,"  77,490 ","  136,091 ","  42,532 ","  9,161 ","  86,452 ","  52,655 ","  404,382 "
4/25/2019,"  82,298 ","  146,702 ","  28,338 ","  9,431 ","  86,997 ","  55,458 ","  409,224 "
4/24/2019,"  87,579 ","  149,298 ","  18,725 ","  9,641 ","  86,795 ","  54,399 ","  406,436 "
4/23/2019,"  81,826 ","  141,593 ","  29,333 ","  9,435 ","  86,419 ","  52,490 ","  401,095 "
4/22/2019,"  73,278 ","  128,007 ","  42,775 ","  8,863 ","  86,812 ","  52,952 ","  392,687 "
4/21/2019,"  61,805 ","  99,566 ","  49,634 ","  8,182 ","  87,617 ","  45,957 ","  352,762 "
4/20/2019,"  66,130 ","  112,128 ","  45,416 ","  8,245 ","  88,465 ","  45,653 ","  366,035 "
4/19/2019,"  75,635 ","  131,831 ","  33,058 ","  7,778 ","  88,440 ","  48,222 ","  384,965 "
4/18/2019,"  77,879 ","  127,553 ","  49,238 ","  9,610 ","  88,056 ","  50,745 ","  403,081 "
4/17/2019,"  81,100 ","  124,517 ","  48,961 ","  9,552 ","  87,784 ","  48,452 ","  400,365 "
4/16/2019,"  84,656 ","  124,883 ","  46,994 ","  7,465 ","  86,663 ","  49,031 ","  399,691 "
4/15/2019,"  82,506 ","  124,395 ","  49,891 ","  8,618 ","  86,711 ","  47,773 ","  399,894 "
4/14/2019,"  81,479 ","  118,885 ","  38,442 ","  7,233 ","  86,816 ","  43,946 ","  376,800 "
4/13/2019,"  81,785 ","  118,621 ","  39,852 ","  8,091 ","  87,450 ","  44,946 ","  380,746 "
4/12/2019,"  86,129 ","  130,514 ","  40,703 ","  7,599 ","  88,980 ","  47,738 ","  401,663 "
4/11/2019,"  84,045 ","  127,475 ","  51,881 ","  7,841 ","  89,124 ","  49,174 ","  409,540 "
4/10/2019,"  81,606 ","  123,897 ","  59,140 ","  9,019 ","  87,504 ","  48,574 ","  409,740 "
4/9/2019,"  87,926 ","  136,676 ","  38,666 ","  7,188 ","  86,829 ","  47,829 ","  405,114 "
4/8/2019,"  88,968 ","  148,366 ","  25,388 ","  7,505 ","  85,712 ","  47,559 ","  403,497 "
4/7/2019,"  76,162 ","  121,232 ","  37,336 ","  7,545 ","  85,844 ","  42,102 ","  370,221 "
4/6/2019,"  81,176 ","  125,711 ","  35,995 ","  7,699 ","  85,814 ","  42,012 ","  378,406 "
4/5/2019,"  90,418 ","  142,935 ","  31,478 ","  6,509 ","  88,309 ","  43,102 ","  402,753 "
4/4/2019,"  89,984 ","  144,571 ","  31,600 ","  7,326 ","  87,510 ","  42,889 ","  403,880 "
4/3/2019,"  91,349 ","  132,704 ","  44,162 ","  8,353 ","  86,897 ","  41,970 ","  405,435 "
4/2/2019,"  96,925 ","  146,035 ","  38,997 ","  7,092 ","  86,572 ","  42,815 ","  418,435 "
4/1/2019,"  95,295 ","  155,711 ","  31,549 ","  7,932 ","  86,207 ","  44,250 ","  420,943 "
3/31/2019,"  84,639 ","  128,359 ","  30,103 ","  7,865 ","  87,567 ","  39,815 ","  378,348 "
3/30/2019,"  76,276 ","  113,488 ","  45,187 ","  7,832 ","  87,487 ","  41,468 ","  371,737 "
3/29/2019,"  84,978 ","  133,388 ","  33,639 ","  8,701 ","  88,095 ","  43,494 ","  392,296 "
3/28/2019,"  84,630 ","  131,307 ","  47,094 ","  8,670 ","  88,834 ","  43,732 ","  404,266 "
3/27/2019,"  86,266 ","  134,514 ","  50,744 ","  6,942 ","  90,232 ","  44,170 ","  412,868 "
3/26/2019,"  93,462 ","  148,970 ","  27,468 ","  7,478 ","  90,262 ","  43,623 ","  411,264 "
