,Coal,Gas,Wind,Solar,Nuclear,,Total,,,,
5/16/2021,79638.58,122086,34908.75,14043.33,83677.54,,369661.92,,,,
5/15/2021,77198.21,122816.04,42974.71,14851.96,81867.63,,376537.33,,,,
5/14/2021,77972,131774.08,48505.29,15666.5,82483.79,,398415.08,,,,
5/13/2021,83801.88,146042.96,31315.21,15242.71,81275.08,,400775.67,,,,
5/12/2021,89006.58,148655.17,27646.29,12671.17,81297.25,,402467.13,,,,
5/11/2021,89635.21,148942.79,33235.58,13843.42,80756.92,,410063.13,,,,
5/10/2021,88582.79,150493.5,35166.54,12751.46,80540.54,,411618.54,,,,
5/9/2021,71633.25,121565,52521.38,14956,80100.58,,382237.58,,,,
5/8/2021,66223.38,113469.75,69014,13283.75,80311.21,,382897.88,,,,
5/7/2021,76393.13,128807,58068.5,13777.33,81180,,399856.04,,,,
5/6/2021,80215.29,147276.33,39076.79,15756.79,81486.83,,406342.88,,,,
5/5/2021,89548.04,155109.67,30305.88,15075.67,82078.83,,415215.79,,,,
5/4/2021,84485.17,156317.46,45560.46,14459.46,81709.79,,425775.92,,,,
5/3/2021,81192.88,152452.04,56879.54,13394.54,80415.17,,423846.88,,,,
5/2/2021,70108.54,122023.21,60816.17,13068.5,79123.5,,380270.17,,,,
5/1/2021,70725.17,123503.08,54442.58,13829.38,79019.92,,376551.29,,,,
4/30/2021,84303.58,147908.25,41703.04,14011.79,81218.88,,403673.17,,,,
4/29/2021,85602.13,156498.63,47074.71,13222.25,81231.83,,420400.42,,,,
4/28/2021,82373.46,158599.58,43898.25,14240.67,80990.54,,416368.29,,,,
4/27/2021,72395.88,141893.58,63744.38,12653.33,80656,,406384.63,,,,
4/26/2021,68877.63,133027.63,70005.33,12076.08,79652.25,,398616.96,,,,
4/25/2021,62968.88,119814.29,64537.96,10936.5,79183.13,,370611.42,,,,
4/24/2021,76372.13,136198.25,40744.42,12037.58,78000.33,,376446.54,,,,
4/23/2021,78394.33,137151.92,53335.79,14727,77950,,395884.5,,,,
4/22/2021,78320.29,142118.75,58257.63,14479.17,78003.67,,405685.17,,,,
4/21/2021,83141.54,152792.5,35907.17,14524.71,77582.83,,400798.79,,,,
4/20/2021,80032.21,144213.67,46494.17,12678.88,77410.79,,395821.21,,,,
4/19/2021,76602.21,137733.17,48383.58,14308.17,77391.83,,389283.08,,,,
4/18/2021,78520.92,130703.5,27599.04,13844.71,77948.08,,360583.13,,,,
4/17/2021,78509.17,128945.46,38527.29,12330.63,77527.71,,368924.75,,,,
4/16/2021,88539.71,143206.38,34055.71,12124.46,78583.21,,392907.29,,,,
4/15/2021,89359.75,147441.17,32143.71,10807.71,78450.04,,394874.58,,,,
4/14/2021,83229.96,143409.58,43013.58,12229.67,78879.33,,397138.17,,,,
4/13/2021,76600.92,140186.25,54670.54,13197.38,79082.54,,399724.13,,,,
4/12/2021,72599,136580.42,57041.5,14502.54,78978.83,,397787.75,,,,
4/11/2021,64731.13,121046.83,51477.88,12059.83,78552.58,,364449.21,,,,
4/10/2021,69728.38,125207.38,48799.63,13149.63,78002.96,,369503.58,,,,
4/9/2021,70269.5,133841.63,60626.75,12066.79,81775.88,,397512.38,,,,
4/8/2021,73109.92,138314.46,50612.38,13689.5,81940.63,,395615.75,,,,
4/7/2021,71345.79,131215.54,60104.42,14220.96,81187.42,,396388.92,,,,
4/6/2021,69012.42,121690.21,68644.42,13384,81164.21,,392915.5,,,,
4/5/2021,68877.21,116668.46,67154.5,13018.63,80843.17,,385612.67,,,,
4/4/2021,67411.71,110113.25,48535.38,12648.71,80897.67,,356421.21,,,,
4/3/2021,70115.5,118887.75,53093.42,14149.5,80690.88,,377327.13,,,,
4/2/2021,74739.5,130497.08,64299.21,13918,80763.42,,405601.54,,,,
4/1/2021,84216.29,145168.58,45157.42,13245.33,81525.58,,410810.79,,,,
3/31/2021,77466.96,136346.25,54250.33,12477.67,81623.17,,403560.54,,,,
3/30/2021,68619.08,124843.88,70821.54,12912.67,81728,,401948.79,,,,
3/29/2021,65622.92,120252.25,77176.96,13102.33,82377.83,,399059.33,,,,
3/28/2021,68714.71,117560.58,53826.17,12054.33,82296.38,,371770.46,,,,
3/27/2021,74202.58,120163.79,50237.46,12547.92,81996.54,,376601.13,,,,
3/26/2021,83035.54,132071.88,49798.17,10764.54,82139.75,,397840.21,,,,
3/25/2021,86636.54,141452.96,36460.13,9907.08,82420.92,,396471.96,,,,
3/24/2021,74963.58,125939.58,58323.96,10808.71,83709.29,,393703.42,,,,
3/23/2021,75463.17,126745.46,55758.58,10692.63,83252.17,,392682.42,,,,
3/22/2021,78485.79,119007.08,58622.33,11167.54,83024.67,,389845.92,,,,
3/21/2021,65736.58,103958,72177.54,10104.58,84150.21,,372533.71,,,,
3/20/2021,77180.58,119341.13,58712.13,11205.83,84654,,386987.38,,,,
3/19/2021,91197.54,142087.79,39837.63,10936.08,85236.04,,408116.54,,,,
3/18/2021,87788.79,134029.42,57015.58,10159.21,85226.83,,412002.21,,,,
3/17/2021,92927.83,135826.63,51650,9083.92,85556.67,,414290.42,,,,
3/16/2021,101469.08,151011.92,34665.42,9458.38,86414,,422086.67,,,,
3/15/2021,91794.83,135903.21,53812.88,9836.25,86598.42,,416427.58,,,,
3/14/2021,68503.63,100399.96,62673.5,10246.42,84035.13,,359254.21,,,,
3/13/2021,80845.25,108216.46,51698.54,9440.58,88702.67,,373275.38,,,,
3/12/2021,88879.58,123110.17,43459.92,9681.17,88944.63,,391239.5,,,,
3/11/2021,84262.42,126160.08,48246.08,9441.63,88885.5,,394491.08,,,,
3/10/2021,76487.25,119542.96,67896.25,10088,88842.71,,399649.08,,,,
3/9/2021,80634.79,122816.54,67224.21,10169.88,88689.83,,406987.29,,,,
3/8/2021,89008.92,129185.83,63719.33,11859.21,88675.83,,420419.67,,,,
3/7/2021,82239.79,123082.42,58067.92,11186.83,88745.5,,397557.17,,,,
3/6/2021,90677.75,133365.21,41853.17,10478.21,89209.79,,399918.38,,,,
3/5/2021,97376.17,138785.29,46397.29,11298.33,90031.75,,421490.67,,,,
3/4/2021,90080.63,136781.29,52194.63,12083.54,89406.71,,418000.83,,,,
3/3/2021,97340.92,153210.96,38399.88,9619.96,89632.29,,427833.75,,,,
3/2/2021,95606.96,161144.58,48169.54,10292.92,89764,,444180.88,,,,
3/1/2021,98110.79,147741.88,41162.38,9258.13,88952.08,,423170.21,,,,
2/28/2021,78007.96,116165.08,63714.13,9596.71,89978.71,,390804.83,,,,
2/27/2021,88760.29,122869.17,54197.21,9811.38,89722.33,,400109.58,,,,
2/26/2021,102523.88,137048.83,49163.96,9833.75,91238.46,,427354.75,,,,
2/25/2021,104940.46,131380.83,40705.25,11019.63,92081.58,,417818.5,,,,
2/24/2021,96998.33,122145.92,54539.17,12168.08,91045.21,,415488.46,,,,
2/23/2021,109758.29,122178.25,57813.75,10960.08,90778.58,,428572.92,,,,
2/22/2021,121008.04,122282.71,59721.04,9465.21,91279.58,,442044.96,,,,
2/21/2021,125967.33,114024.54,56267.75,10463.25,92717.17,,438353.46,,,,
2/20/2021,137089.58,136770,46991.17,9935.79,94726.46,,465572.63,,,,
2/19/2021,148859.13,169977.08,28634.58,8618.96,95086.92,,495958.17,,,,
2/18/2021,153577.96,181055.38,17499.88,7871.21,94516.75,,504292.58,,,,
2/17/2021,155695.25,183505.46,15118.33,9416.96,93336.42,,506403.25,,,,
2/16/2021,150192.67,180785.33,27803.46,8605.88,93126.04,,505684.38,,,,
2/15/2021,154918.92,190096.67,25446.29,5596,93885.71,,518341.17,,,,
2/14/2021,156373.21,175055.33,32486.54,5948.33,95422.29,,509957.25,,,,
2/13/2021,158847.29,179066.75,23870.71,4751.13,95082.33,,506668.5,,,,
2/12/2021,154842.83,185599.29,28776.38,5735.88,95531.29,,518381.79,,,,
2/11/2021,146318.63,183252.54,24919.21,5953.42,95268.33,,498706.46,,,,
2/10/2021,142589.71,176540.71,18196.79,7158.71,95390.25,,481713.5,,,,
2/9/2021,143943.21,170036.17,19405,6180.13,95462.25,,475514.46,,,,
2/8/2021,144687,165355.67,25350.42,9250.88,95196.54,,482144.54,,,,
2/7/2021,134346.96,137502.79,39169.29,8584.33,95695.42,,452741.46,,,,
2/6/2021,122337.67,128044.04,53760.33,8120.33,95390.42,,444815.79,,,,
2/5/2021,116854.58,139628.29,55578.08,8372.63,95825.92,,455107.75,,,,
2/4/2021,116793.88,141104.63,68998.71,9242.83,96020.63,,472759.58,,,,
2/3/2021,124230.92,147801.46,57482.5,9212.29,96815.63,,476395.08,,,,
2/2/2021,126128.71,164560.92,43905.96,8463.92,97300.75,,479921.88,,,,
2/1/2021,124550.83,173850.13,31062.58,5334.67,97471.79,,473856.63,,,,
1/31/2021,104220.04,131423.96,53329.88,6546.79,97427.17,,433215.04,,,,
1/30/2021,106929,132688.54,61396.04,8210.71,97103.5,,448411.54,,,,
1/29/2021,119178.38,157898.75,56529.92,7946.58,97473.92,,486164.38,,,,
1/28/2021,120002.13,166924.54,46145.29,7091.25,97314.17,,482845.83,,,,
1/27/2021,116454.67,163704.79,31149.25,5659.54,97380.08,,458061.13,,,,
1/26/2021,111839.75,159462.63,34268.04,6610.04,97493.63,,451949.08,,,,
1/25/2021,109870,146056.21,49789.46,4822,97695.5,,450593.42,,,,
1/24/2021,110156.5,142872.88,33429.75,6579.71,97863.46,,431155.08,,,,
1/23/2021,109581.04,146111.13,39888.71,6467.33,96894.21,,438470.58,,,,
1/22/2021,107210.92,156807,34024.71,6085.83,96416.71,,440363.33,,,,
1/21/2021,105866.5,148656.92,47009.92,6502.71,96789.63,,446085.25,,,,
1/20/2021,108609.54,147113.46,51860.5,6680.25,97695.54,,454257.54,,,,
1/19/2021,113673.58,142133.79,53868,6951.13,97973.71,,457561.54,,,,
1/18/2021,117051.25,139403.54,45422.67,8795.25,97977.33,,451174.21,,,,
1/17/2021,109010.38,138431.08,38745.25,8253.13,97990.25,,431538.38,,,,
1/16/2021,107670.46,144470.21,40091.42,7946.58,97652.71,,440151.46,,,,
1/15/2021,103547.29,142073.46,58811.83,7847.46,97217.17,,453783.96,,,,
1/14/2021,101314.08,144237.38,61659.92,7440.54,95925.71,,454334.83,,,,
1/13/2021,111717.08,158529.25,50709.08,7047.13,96314.04,,467127,,,,
1/12/2021,118624.79,175627.42,35372.71,5854,96746.83,,475950.38,,,,
1/11/2021,120383.71,185394.08,33567.54,6051.21,96711.92,,486948.33,,,,
1/10/2021,119247.54,173700.38,20692.25,6919.92,96612.29,,458664.13,,,,
1/9/2021,122381.46,176321.63,12972.88,6431.38,96344.75,,458058.33,,,,
1/8/2021,122084.46,180063,17760.17,5765.75,96619.04,,468225.67,,,,
1/7/2021,116166.25,169091.21,27038.63,6392.71,96799.67,,462297.75,,,,
1/6/2021,103164.92,150495.25,52795.17,6473.96,96390.21,,454816.04,,,,
1/5/2021,100317.71,155879.33,45103.17,7380.5,95660.42,,448383.83,,,,
1/4/2021,98616.92,159867.46,39948.75,7315,95788.54,,444881.13,,,,
1/3/2021,91677.25,143125.13,39061.29,6397.25,95890.21,,415206.58,,,,
1/2/2021,93303.83,143876.67,31545.58,5654,95204.92,,410108.88,,,,
1/1/2021,94138.13,146787.42,34697.46,5917.5,95188.5,,417465.92,,,,
12/31/2020,95516.67,152449.58,43555.83,4329.33,95236.46,,432214.33,,,,
12/30/2020,92297.04,143348.17,60157.96,5766.29,95902.04,,439707.46,,,,
12/29/2020,102468.38,141225.29,54390.75,6851.71,96445.63,,443954.83,,,,
12/28/2020,110082.83,143811.5,42242.58,5536.5,96415.67,,440385.5,,,,
12/27/2020,104567.17,137125.83,48626.13,6662.25,96575.04,,432817.38,,,,
12/26/2020,113221.13,145990.04,49944.25,7590.04,96709.54,,453415.42,,,,
12/25/2020,113409.21,146062.79,40564.83,7360.58,96630.25,,443816,,,,
12/24/2020,98552.21,135416.71,61040.58,3851.92,96959.5,,434188.92,,,,
12/23/2020,92636,131940.67,73629.08,6839.63,96539.58,,441918.5,,,,
12/22/2020,95012.79,138021.79,67267.21,7073.17,95205.04,,440793.33,,,,
12/21/2020,102919.08,150999.21,45199.25,6994.92,94160.08,,440596.92,,,,
12/20/2020,99969.58,146507.54,44762.04,5999.29,93015.38,,427398.21,,,,
12/19/2020,109509.46,158281.63,39272.29,7574.75,94206.21,,447998.33,,,,
12/18/2020,111313.75,164843.83,60212.38,6746.75,94307.21,,478536,,,,
12/17/2020,121633.42,188536.58,34617.42,4977.08,94452.58,,483325.92,,,,
12/16/2020,122016.21,192798.04,26799.13,5439.29,94936,,482567.13,,,,
12/15/2020,119090,178657.08,38267.5,6279.88,95009.17,,476087.29,,,,
12/14/2020,107194.58,172550,38008.63,5597,93567.04,,455189.21,,,,
12/13/2020,96116.5,137784.5,40646.46,4799.54,91877.54,,405713.33,,,,
12/12/2020,96817.25,135883,38987.13,5310,91171.38,,403615.63,,,,
12/11/2020,100507.13,144146.88,43695.13,6143,92444.58,,424726,,,,
12/10/2020,103484.13,148568.96,45382.04,6691.5,93776.88,,435074.83,,,,
12/9/2020,109074.5,169815.13,35939.42,7031.33,94167.96,,452033.46,,,,
12/8/2020,112098.38,178715.96,29841.79,7087.83,94272.75,,459838.08,,,,
12/7/2020,113181.33,177121.96,22145.25,5332.25,94326.25,,450745.13,,,,
12/6/2020,103578,152336.38,23369.46,7203.21,92688.67,,416104.33,,,,
12/5/2020,100838.96,156020.54,26293.79,6793.33,93182.08,,419889.63,,,,
12/4/2020,101521.29,166280.75,28539.92,6650.67,91906.08,,433619.96,,,,
12/3/2020,104537.13,163645.88,46549.08,7295.83,91467,,454544.42,,,,
12/2/2020,108005,166289.63,48572.71,7190.79,92497.38,,460990.17,,,,
12/1/2020,101275.96,166042.21,50763.54,7480.46,93036.71,,456942.67,,,,
11/30/2020,88596.83,162737.83,46606.04,6540.5,92792.71,,435631.88,,,,
11/29/2020,72570.83,130012.75,49546.79,6679.79,92648.5,,388858.83,,,,
11/28/2020,72637.63,130226.42,36966.58,6743.88,92605.46,,375639.54,,,,
11/27/2020,74951.46,120029.71,41040.29,6552.5,92160,,372850.54,,,,
11/26/2020,74403,118708.25,47163.08,6971.67,91757,,376368.71,,,,
11/25/2020,86044.67,145447.46,41570.38,7546.63,91768.5,,413161.38,,,,
11/24/2020,85732.67,139941.04,56872.75,7776.29,91581.58,,423181.29,,,,
11/23/2020,83873.33,142169.33,47246.21,6685.75,91584.67,,411434.79,,,,
11/22/2020,77873.25,135005.96,33744.04,5918.83,90731.08,,381310.46,,,,
11/21/2020,83748.04,138437.38,23118.79,7011.63,90353.96,,382490.71,,,,
11/20/2020,84030.63,142770.08,40018.75,6731.33,90464.25,,404071.25,,,,
11/19/2020,82859.25,138037.58,63552.58,7741.29,88556.04,,420932.08,,,,
11/18/2020,84229.83,141559.04,65169.17,7349.33,87209.79,,426309.67,,,,
11/17/2020,95698.25,146238.71,42559.17,7824.33,85937.88,,418391.71,,,,
11/16/2020,90269.92,140215.25,44408.46,8671.58,84530.38,,407695.08,,,,
11/15/2020,77636.21,121413.46,55257.25,7658.42,83429.83,,380578.79,,,,
11/14/2020,80727.04,119399.92,63120.67,7547.21,82427.38,,391105.96,,,,
11/13/2020,93890.79,143244.33,41114.67,6638.29,82570.75,,407697.54,,,,
11/12/2020,94334.79,151570.67,34621.17,6590.54,83677.42,,412320.58,,,,
11/11/2020,93315.29,159051.96,29199.58,6617.25,83923.71,,412215.5,,,,
11/10/2020,88416.17,149491.13,42878.83,7390.46,83738.67,,411499.67,,,,
11/9/2020,80969,136525.29,59420.88,6457.88,83064.54,,405892.92,,,,
11/8/2020,68873.46,114290.75,61644.04,5345.04,81886.38,,368505.5,,,,
11/7/2020,71076.92,116565.58,60824.92,6236.46,80655.13,,371449.71,,,,
11/6/2020,82988.83,139394.58,44010.38,6386.67,81572.38,,391667.17,,,,
11/5/2020,90582.04,145209.46,33890.17,7523.79,81571.17,,396355.54,,,,
11/4/2020,92675.33,128473,51189.42,8614.96,80174,,398823.42,,,,
11/3/2020,94321.75,136347,50344.96,8260.17,78692.21,,406340.04,,,,
11/2/2020,96686.63,144317.13,42084.92,8754.17,78132.42,,408414.29,,,,
11/1/2020,85352.4,124232,39649.64,6478,78837.2,,373354.44,,,,
10/31/2020,80752.04,123617.83,46379.21,7535.92,80244.75,,377061.25,,,,
10/30/2020,95389.04,151050.54,26654.13,8715.96,80525.79,,398576.46,,,,
10/29/2020,95613.83,155509.17,36316.33,7297.42,79973.13,,411128.92,,,,
10/28/2020,96536,165499.58,28867.71,7263.29,79523.92,,412856.17,,,,
10/27/2020,98247.29,179114.17,19284.58,6604.13,79595.08,,419129.29,,,,
10/26/2020,94179.63,167368.29,30744.25,6416.46,79958.88,,415669.96,,,,
10/25/2020,85522.04,131750.88,42184.42,6056.58,80333.38,,378841.54,,,,
10/24/2020,88369.5,146427.33,27379.67,7066.13,79002.54,,380248.21,,,,
10/23/2020,86093.63,155307.46,52096.25,7071,80050.5,,416110.67,,,,
10/22/2020,90994.5,159198.88,52447.08,7585.04,79443.46,,424276.5,,,,
10/21/2020,94676.79,165276.75,39594.83,7517.5,78523.54,,419208.42,,,,
10/20/2020,95153.13,170215.63,32644.17,7841.63,77894.88,,415932.75,,,,
10/19/2020,92265.88,178413,21064.13,8574.79,77036.54,,409308.13,,,,
10/18/2020,73256.33,141735.96,47453.38,9209.92,77366.5,,378713.33,,,,
10/17/2020,69400.46,133042,56143.17,9244.46,77575.13,,375310.13,,,,
10/16/2020,81657.58,159807.58,40756.33,8441.79,78520.38,,400884.17,,,,
10/15/2020,78601.29,163673.63,52853.33,8604.96,78805.92,,415117.67,,,,
10/14/2020,73723.88,161889.58,57930.83,10049.54,78166.13,,413417.58,,,,
10/13/2020,76842.54,176066.21,40906.08,9576.58,77582.92,,413465.25,,,,
10/12/2020,73299.71,180110.29,47511.54,8401.71,77581.33,,418258.25,,,,
10/11/2020,64505.25,157370,54257.96,8321.46,78606.83,,392650.83,,,,
10/10/2020,70639.08,166556.21,38244,7592.21,79562.29,,393526.67,,,,
10/9/2020,71252.92,173726.33,46965.21,8337.58,81008.54,,414342.67,,,,
10/8/2020,77352.5,176026.71,41898,8852.96,81922.63,,417391.75,,,,
10/7/2020,78362.25,184964.5,33391.25,9529.08,81657.88,,419903.13,,,,
10/6/2020,73271.79,181969.13,33706.71,8689.71,81571.5,,411070.71,,,,
10/5/2020,61954.13,172670.58,45707.96,9114.75,81714.21,,402875.63,,,,
10/4/2020,59435.42,164682.04,24183.08,8844.38,82572.38,,368600.25,,,,
10/3/2020,63841.38,158081.96,26095.54,9574.5,83380.92,,371838.5,,,,
10/2/2020,72404,167721.08,24954.79,9857.08,86163.58,,395299.79,,,,
10/1/2020,72331.92,166271.71,35257.88,10521.92,87886.92,,406743.79,,,,
9/30/2020,68845.5,162682.88,42071.04,10610.08,88231.13,,407055.13,,,,
9/29/2020,78598.04,179569.71,25645.29,9132.67,88218.29,,416741.83,,,,
9/28/2020,76959.63,173122.71,47247.13,9072.21,87422.13,,430346.67,,,,
9/27/2020,72027.08,159515.25,51699.25,8874.5,87211.54,,411614.46,,,,
9/26/2020,73860.5,152891.17,55822.54,9125.17,88630.13,,412156.29,,,,
9/25/2020,82189.58,170246.71,41941.25,9102.63,90167.38,,426379.75,,,,
9/24/2020,81288.21,181289.46,26798.29,9099.38,90319.13,,421679.5,,,,
9/23/2020,79682.17,179835.5,22675.38,9775.96,91000.21,,414885.29,,,,
9/22/2020,77648.54,172547.63,24285.17,10342,91201.83,,408191.08,,,,
9/21/2020,74390.17,162432.88,32622.13,9623.42,91274.58,,403086.58,,,,
9/20/2020,61942.63,141971.38,40098.25,9876.63,90528.04,,374475.88,,,,
9/19/2020,66312,152317.29,37599.38,9440.25,90827.5,,386741.58,,,,
9/18/2020,88266.83,178531.25,24858.08,8032.83,92830.21,,426700.75,,,,
9/17/2020,101840.33,185243.33,18331.96,7368.04,93125.33,,441921.13,,,,
9/16/2020,98167.13,180554.71,23753.54,8440.83,93544.63,,439422.58,,,,
9/15/2020,98847.13,183849.13,23472.63,8529.96,93575.5,,442655.96,,,,
9/14/2020,104902.63,191430.17,21571.71,8264.58,93579.88,,452821.63,,,,
9/13/2020,100750.71,176111.88,14243.79,8379.92,93401.04,,424396.88,,,,
9/12/2020,100996.38,174733.46,16353.67,8362.46,93394.54,,426510.08,,,,
9/11/2020,111638.54,193298.96,13413.38,7146.04,92617.54,,454137.58,,,,
9/10/2020,110606.46,198019.29,21678.46,6786.33,91730.38,,465834.38,,,,
9/9/2020,105485.96,189365.5,41218,7537.21,91150.08,,469905.38,,,,
9/8/2020,103164.13,184239.88,54710,7895.33,90927.25,,476183.25,,,,
9/7/2020,101510.08,169657.79,49034.96,9256.5,92409.17,,455568.75,,,,
9/6/2020,96159.33,171916.5,46242.79,11129.92,92073.79,,451958.5,,,,
9/5/2020,105980.67,185089.29,29413.38,10658.5,92216.96,,457884.5,,,,
9/4/2020,122493.42,215007.29,21341.88,11696.63,94178.17,,502331.13,,,,
9/3/2020,125405.67,215536,35787.58,11773.71,93915.88,,519360.71,,,,
9/2/2020,130193.29,215365.67,25921.63,11188.29,94077.92,,512546.29,,,,
9/1/2020,126330.21,202364.13,30257.96,10081.21,94182.29,,498784.75,,,,
8/31/2020,117746.63,191893.08,38610.08,9807.63,93871.88,,486367.88,,,,
8/30/2020,110837.25,177454.46,34825.67,10599,93219.08,,459610.71,,,,
8/29/2020,122746.96,200064.38,33567.71,9932.92,92957,,496080.79,,,,
8/28/2020,134619.83,225156.33,35573.29,10658,92675.83,,539445.92,,,,
8/27/2020,137985.38,232294.63,30065.67,11018.38,92351.58,,544308.96,,,,
8/26/2020,136435.29,222086,35766.21,10990.63,92596.29,,537810.63,,,,
8/25/2020,137303.54,245018.5,31170.04,10649.46,92321.17,,554306.5,,,,
8/24/2020,134110.58,245772.29,29307.63,9312.63,91640.67,,549430.92,,,,
8/23/2020,121995.42,216920.92,22941.79,9167.5,91554.42,,499687.38,,,,
8/22/2020,120987.13,209203.96,24500.25,8513.83,91470,,493912.58,,,,
8/21/2020,122079.5,211793.96,29218.96,8650.58,91602.29,,504010.21,,,,
8/20/2020,119315.25,206087.42,34465,9455.42,92111,,500673.88,,,,
8/19/2020,121918,215323.04,26294.83,9595.25,92291.25,,504594.08,,,,
8/18/2020,127935.13,232849.13,14571,10800.17,92206.96,,516365.04,,,,
8/17/2020,126435.5,229359.5,19109.67,10358.38,92994.46,,516605.42,,,,
8/16/2020,119941.08,213178.25,20768,9846,92147.71,,491221.54,,,,
8/15/2020,126645.38,226221.79,18565.63,9255.5,92027.5,,509256.13,,,,
8/14/2020,129568.25,242230.92,31035.75,10589.88,92104.33,,543823.21,,,,
8/13/2020,128725.88,242513.79,35687.33,9335.88,92525.75,,546335.42,,,,
8/12/2020,129544.54,236195.88,38673.58,11773.29,93105.58,,547488.04,,,,
8/11/2020,131184.58,238215.67,33536.29,11654.33,93678.04,,546897.29,,,,
8/10/2020,128509.54,241518.17,38902.33,11898.25,93955,,554441.33,,,,
8/9/2020,115643.75,207483.5,43940.67,12109.13,94041.25,,509773.63,,,,
8/8/2020,112236.46,196843.25,44573.08,11896.33,93872.04,,497351.29,,,,
8/7/2020,115883.54,196345.96,46610.79,11435.54,94990.71,,504540.13,,,,
8/6/2020,116223.13,197713.13,39395.46,11581.21,94883.92,,499060.17,,,,
8/5/2020,114370.75,205177.75,30969.88,11489.71,94123.21,,495908.92,,,,
8/4/2020,109440.5,213803.92,28715.54,11728.17,94752.25,,497161.88,,,,
8/3/2020,112572.42,226954.13,24861.54,11624.79,95257.13,,509158.25,,,,
8/2/2020,108786.92,211091.71,27011.33,12242.25,94881.71,,489311.92,,,,
8/1/2020,111881.04,222203.42,16629,12172.29,94153.29,,493029.33,,,,
7/31/2020,117572.79,241249.29,23263.63,12358.13,93520.54,,527686.04,,,,
7/30/2020,123087.17,240292.13,31513.75,12303.21,92653.33,,541060.08,,,,
7/29/2020,127641.54,246809.42,22315.46,11678.67,91506.17,,540369.5,,,,
7/28/2020,129158.21,250277.17,23162.13,11916.25,91262.42,,546414.42,,,,
7/27/2020,133068.08,253423.13,20118.08,12279.88,91192.17,,551681.33,,,,
7/26/2020,120141.42,225107.75,28510.92,12320.58,91484.38,,517025.46,,,,
7/25/2020,115191.25,218429.5,33224.25,12056.33,91214.71,,509595.5,,,,
7/24/2020,118957.38,230101.79,37297,12014.75,90313.58,,528436.08,,,,
7/23/2020,124324.33,235141.75,32409.33,11414.75,90942.54,,536079.75,,,,
7/22/2020,130189.92,241530.63,23134.38,11835.33,90798.54,,539297,,,,
7/21/2020,131622.54,248118.33,21243.29,11689.96,90949.54,,546474.67,,,,
7/20/2020,133386.04,251686.88,27250.5,12215.96,92220.17,,559016.67,,,,
7/19/2020,123963.88,228578.79,35666.08,12538.21,92863.17,,533725.71,,,,
7/18/2020,120981.38,220670.42,46293.08,12950.96,93240.29,,534476.92,,,,
7/17/2020,123504.67,232150.71,40700.08,12897.08,94622,,544812.33,,,,
