,Coal,Gas,Wind,Solar,Nuclear,,Total,,,,
3/21/2022,"  67,877 ","  120,083 ","  73,186 ","  15,777 ","  82,890 ",,"  404,348 ",,,,
3/20/2022,"  65,922 ","  106,439 ","  71,130 ","  12,933 ","  84,317 ",,"  380,283 ",,,,
3/19/2022,"  78,296 ","  127,577 ","  42,567 ","  12,268 ","  84,704 ",,"  385,526 ",,,,
3/18/2022,"  73,257 ","  128,972 ","  56,403 ","  14,998 ","  84,539 ",,"  401,467 ",,,,
3/17/2022,"  74,033 ","  124,958 ","  64,946 ","  13,119 ","  84,394 ",,"  405,960 ",,,,
3/16/2022,"  75,564 ","  126,110 ","  64,919 ","  13,707 ","  84,836 ",,"  406,574 ",,,,
3/15/2022,"  86,426 ","  138,968 ","  45,820 ","  13,880 ","  84,770 ",,"  412,566 ",,,,
3/14/2022,"  84,437 ","  131,051 ","  70,646 ","  15,520 ","  85,047 ",,"  430,287 ",,,,
3/13/2022,"  87,494 ","  135,086 ","  70,759 ","  11,662 ","  81,334 ",,"  427,641 ",,,,
3/12/2022,"  97,574 ","  158,965 ","  60,812 ","  15,306 ","  84,449 ",,"  461,465 ",,,,
3/11/2022,"  93,232 ","  153,020 ","  61,235 ","  13,732 ","  85,186 ",,"  451,052 ",,,,
3/10/2022,"  95,472 ","  158,779 ","  46,570 ","  13,295 ","  86,177 ",,"  445,862 ",,,,
3/9/2022,"  94,165 ","  169,776 ","  45,371 ","  12,396 ","  85,573 ",,"  449,655 ",,,,
3/8/2022,"  95,443 ","  168,863 ","  36,297 ","  14,491 ","  86,080 ",,"  442,863 ",,,,
3/7/2022,"  88,382 ","  142,710 ","  56,964 ","  13,375 ","  85,877 ",,"  428,647 ",,,,
3/6/2022,"  76,979 ","  109,112 ","  69,477 ","  12,652 ","  86,199 ",,"  393,709 ",,,,
3/5/2022,"  74,508 ","  113,147 ","  72,609 ","  11,289 ","  87,391 ",,"  400,839 ",,,,
3/4/2022,"  82,072 ","  131,761 ","  70,779 ","  11,322 ","  88,969 ",,"  429,210 ",,,,
3/3/2022,"  92,207 ","  143,996 ","  43,256 ","  14,032 ","  88,766 ",,"  424,097 ",,,,
3/2/2022,"  95,442 ","  147,606 ","  30,774 ","  15,748 ","  89,015 ",,"  420,421 ",,,,
3/1/2022,"  102,384 ","  156,139 ","  33,455 ","  14,598 ","  90,774 ",,"  437,143 ",,,,
2/28/2022,"  103,128 ","  155,810 ","  44,907 ","  14,402 ","  90,883 ",,"  450,533 ",,,,
2/27/2022,"  103,104 ","  154,217 ","  37,543 ","  12,613 ","  90,127 ",,"  435,666 ",,,,
2/26/2022,"  107,941 ","  174,482 ","  35,933 ","  13,022 ","  90,550 ",,"  463,358 ",,,,
2/25/2022,"  120,024 ","  192,079 ","  26,481 ","  13,768 ","  91,262 ",,"  488,293 ",,,,
2/24/2022,"  118,852 ","  202,545 ","  22,826 ","  11,523 ","  91,156 ",,"  490,613 ",,,,
2/23/2022,"  107,392 ","  168,820 ","  50,642 ","  10,121 ","  90,894 ",,"  471,020 ",,,,
2/22/2022,"  94,561 ","  129,608 ","  75,355 ","  10,821 ","  90,502 ",,"  443,544 ",,,,
2/21/2022,"  89,118 ","  120,964 ","  79,815 ","  10,465 ","  91,125 ",,"  434,226 ",,,,
2/20/2022,"  86,213 ","  121,127 ","  79,569 ","  12,530 ","  92,105 ",,"  433,474 ",,,,
2/19/2022,"  99,447 ","  140,203 ","  59,266 ","  13,790 ","  88,201 ",,"  441,631 ",,,,
2/18/2022,"  103,631 ","  144,517 ","  54,587 ","  13,075 ","  88,565 ",,"  446,756 ",,,,
2/17/2022,"  97,821 ","  120,510 ","  69,242 ","  9,977 ","  89,060 ",,"  427,672 ",,,,
2/16/2022,"  94,621 ","  115,125 ","  83,727 ","  10,483 ","  89,378 ",,"  433,954 ",,,,
2/15/2022,"  106,467 ","  137,496 ","  77,597 ","  10,324 ","  89,485 ",,"  465,446 ",,,,
2/14/2022,"  117,800 ","  160,640 ","  47,916 ","  13,510 ","  89,863 ",,"  474,265 ",,,,
2/13/2022,"  108,900 ","  150,677 ","  37,736 ","  12,347 ","  89,879 ",,"  440,109 ",,,,
2/12/2022,"  98,961 ","  130,351 ","  47,669 ","  11,608 ","  88,833 ",,"  415,617 ",,,,
2/11/2022,"  87,345 ","  122,163 ","  77,707 ","  12,655 ","  86,140 ",,"  429,508 ",,,,
2/10/2022,"  100,540 ","  154,263 ","  51,823 ","  14,149 ","  93,467 ",,"  455,021 ",,,,
2/9/2022,"  103,985 ","  158,819 ","  53,937 ","  14,289 ","  92,960 ",,"  464,845 ",,,,
2/8/2022,"  108,321 ","  161,317 ","  64,380 ","  11,329 ","  92,579 ",,"  480,024 ",,,,
2/7/2022,"  126,027 ","  166,238 ","  39,686 ","  10,745 ","  87,670 ",,"  473,252 ",,,,
2/6/2022,"  115,544 ","  146,953 ","  59,869 ","  11,600 ","  88,033 ",,"  465,583 ",,,,
2/5/2022,"  117,155 ","  158,509 ","  60,339 ","  12,126 ","  88,746 ",,"  479,636 ",,,,
2/4/2022,"  124,871 ","  174,744 ","  46,521 ","  9,863 ","  90,111 ",,"  489,229 ",,,,
2/3/2022,"  119,589 ","  159,741 ","  59,909 ","  8,503 ","  89,985 ",,"  478,014 ",,,,
2/2/2022,"  111,423 ","  143,310 ","  68,803 ","  8,681 ","  90,608 ",,"  463,912 ",,,,
2/1/2022,"  111,754 ","  137,283 ","  69,207 ","  10,002 ","  91,206 ",,"  461,008 ",,,,
1/31/2022,"  126,838 ","  149,663 ","  53,210 ","  9,369 ","  91,314 ",,"  474,487 ",,,,
1/30/2022,"  134,544 ","  152,924 ","  37,034 ","  12,105 ","  91,208 ",,"  471,690 ",,,,
1/29/2022,"  135,618 ","  162,473 ","  48,368 ","  10,060 ","  91,460 ",,"  492,854 ",,,,
1/28/2022,"  133,704 ","  170,432 ","  40,032 ","  9,418 ","  90,595 ",,"  488,180 ",,,,
1/27/2022,"  132,740 ","  168,131 ","  49,592 ","  10,797 ","  90,538 ",,"  498,549 ",,,,
1/26/2022,"  134,938 ","  186,697 ","  44,307 ","  10,193 ","  94,162 ",,"  516,838 ",,,,
1/25/2022,"  127,990 ","  173,155 ","  41,785 ","  9,545 ","  93,624 ",,"  491,198 ",,,,
1/24/2022,"  122,212 ","  172,334 ","  49,038 ","  11,679 ","  94,285 ",,"  497,253 ",,,,
1/23/2022,"  126,539 ","  170,477 ","  38,656 ","  11,469 ","  94,811 ",,"  487,802 ",,,,
1/22/2022,"  131,729 ","  186,050 ","  43,069 ","  8,155 ","  95,664 ",,"  512,988 ",,,,
1/21/2022,"  137,391 ","  200,164 ","  49,264 ","  8,838 ","  96,010 ",,"  540,841 ",,,,
1/20/2022,"  129,076 ","  182,834 ","  45,837 ","  7,997 ","  95,232 ",,"  506,548 ",,,,
1/19/2022,"  111,630 ","  144,589 ","  72,024 ","  9,729 ","  94,485 ",,"  476,243 ",,,,
1/18/2022,"  115,542 ","  151,713 ","  67,313 ","  10,138 ","  94,284 ",,"  484,558 ",,,,
1/17/2022,"  123,177 ","  169,145 ","  44,691 ","  8,894 ","  94,193 ",,"  486,733 ",,,,
1/16/2022,"  123,944 ","  170,457 ","  38,930 ","  8,013 ","  94,375 ",,"  482,462 ",,,,
1/15/2022,"  112,292 ","  152,256 ","  62,866 ","  6,217 ","  94,104 ",,"  474,495 ",,,,
1/14/2022,"  109,006 ","  143,631 ","  56,829 ","  9,336 ","  95,928 ",,"  457,927 ",,,,
1/13/2022,"  113,683 ","  170,827 ","  29,033 ","  9,316 ","  96,353 ",,"  460,115 ",,,,
1/12/2022,"  116,843 ","  170,176 ","  41,167 ","  9,795 ","  96,694 ",,"  478,611 ",,,,
1/11/2022,"  117,644 ","  173,755 ","  60,406 ","  10,445 ","  96,120 ",,"  504,742 ",,,,
1/10/2022,"  121,335 ","  176,534 ","  35,762 ","  8,799 ","  95,412 ",,"  484,805 ",,,,
1/9/2022,"  102,428 ","  133,006 ","  62,690 ","  8,099 ","  94,744 ",,"  443,737 ",,,,
1/8/2022,"  111,247 ","  144,037 ","  71,975 ","  9,502 ","  95,132 ",,"  477,735 ",,,,
1/7/2022,"  122,246 ","  183,420 ","  53,594 ","  9,906 ","  95,536 ",,"  511,727 ",,,,
1/6/2022,"  109,800 ","  175,406 ","  52,484 ","  9,582 ","  96,547 ",,"  489,078 ",,,,
1/5/2022,"  99,483 ","  160,073 ","  67,443 ","  8,908 ","  96,251 ",,"  476,117 ",,,,
1/4/2022,"  98,208 ","  169,394 ","  75,344 ","  9,206 ","  96,678 ",,"  494,892 ",,,,
1/3/2022,"  102,189 ","  184,732 ","  45,765 ","  9,180 ","  96,542 ",,"  485,392 ",,,,
1/2/2022,92915.88,152269.5,42009.58,8559.88,96052.17,,433875.04,,,,
1/1/2022,80192.42,119864.46,61907.38,8009.83,96050.21,,408688.75,,,,
12/31/2021,81616.38,132626.17,54241.46,5682.21,96412.42,,413201.79,,,,
12/30/2021,89606.63,157808.21,36782.25,5409.58,96482.75,,429439.63,,,,
12/29/2021,90831.58,165561.5,32291.13,7009.33,97044.67,,435523.04,,,,
12/28/2021,81028.21,149163.42,57728.71,6700.21,97418,,433837.13,,,,
12/27/2021,78803.38,145759.46,56242,6049.25,97390.71,,425645.96,,,,
12/26/2021,69160.83,112480.54,65745.46,7840.71,97072.21,,388929.04,,,,
12/25/2021,77618.38,117115.75,43701.29,8388.29,97055.88,,379798,,,,
12/24/2021,71368.67,120519.08,77618.21,6845.79,97395.21,,412601.08,,,,
12/23/2021,87815.25,152200.17,66172.71,7420.92,97969.58,,453000.92,,,,
12/22/2021,92947.75,177791.63,43949.79,8556.92,97867.33,,462504.79,,,,
12/21/2021,92767.96,193755.13,42724.71,4664,97896.33,,476537.96,,,,
12/20/2021,89978.67,193576.29,42957.38,7791.21,97313.33,,478361.04,,,,
12/19/2021,84120.46,159452.58,46907.79,6711.67,96259.58,,434551.08,,,,
12/18/2021,80476.08,144447.46,52030,6776.88,97173,,422289.38,,,,
12/17/2021,81867.83,160693.92,44926.71,7286.58,97475.58,,433840.25,,,,
12/16/2021,77159.38,155066.38,57498.75,7428.75,96957.79,,434918.83,,,,
12/15/2021,72121.5,147237.75,78413.38,7269.29,97022.5,,442209.75,,,,
12/14/2021,82483.46,154430.83,69267.67,6433.75,96938.42,,449691.13,,,,
12/13/2021,85005.79,167545.25,57027.08,7390.42,96126.67,,455313.5,,,,
12/12/2021,71272.75,135946.63,76698.29,9501.38,93981.54,,425408.92,,,,
12/11/2021,71593.46,136437.75,67951.21,8043.04,92444.13,,414470.75,,,,
12/10/2021,77067.04,158463.54,70945.75,6218.33,92409.33,,445966.25,,,,
12/9/2021,86790.67,171626.5,65831.96,5005.04,93848.13,,464683.58,,,,
12/8/2021,90124.42,185040.25,42484.17,6954.13,93994.54,,459871.46,,,,
12/7/2021,92002.63,189530.88,38223.29,5918.71,93022.46,,459311.13,,,,
12/6/2021,81050.21,155544.67,60231.71,7351.21,92410,,435903.96,,,,
12/5/2021,71445.79,129047.79,68914.5,7421.5,93164.04,,406572.96,,,,
12/4/2021,78464.29,149738.21,38859.58,8586.96,92495.63,,405075.46,,,,
12/3/2021,77896.33,153230.38,45605.75,10004.79,92508.08,,418529.83,,,,
12/2/2021,78400.42,155261.54,47349.42,9911.21,91591.04,,419198.5,,,,
12/1/2021,82476.13,168507.75,45644.83,9557.92,91850.96,,434248.75,,,,
11/30/2021,87515.25,172353.88,45437,10680.46,92512.25,,447097.75,,,,
11/29/2021,86150.58,168032.92,49418.33,11049.04,93372.29,,445679.04,,,,
11/28/2021,82006.33,147543.42,41807.58,9139.88,93399.38,,407758.33,,,,
11/27/2021,79620.29,148549.13,49431.25,9267.46,93494,,416608,,,,
11/26/2021,78739.21,141526.04,51380.71,9358.33,93495.92,,409325.58,,,,
11/25/2021,76739.21,129889.13,57376.13,9433.79,93342.71,,403443.38,,,,
11/24/2021,81453.79,148316.83,75222.21,9373,93159.17,,447200.13,,,,
11/23/2021,85142.38,158277.83,66776.29,9320.88,92933.67,,452025.29,,,,
11/22/2021,90367.29,168385.58,33136.46,8388.38,91432.33,,430081.46,,,,
11/21/2021,79834.67,137582.54,52883.83,7734.17,90827.92,,404176.88,,,,
11/20/2021,84591.83,152043,45987.5,9624.79,88818.88,,417257.96,,,,
11/19/2021,76897.75,159769.21,62462.79,9155.17,88390.71,,435504.25,,,,
11/18/2021,78491.96,152863.92,55234.83,8837.25,89059.38,,421558.58,,,,
11/17/2021,74436.13,140464.79,72137.38,9800.25,89712.13,,422984.67,,,,
11/16/2021,77646.5,143432.13,73116.42,9145.21,89357.83,,429113.33,,,,
11/15/2021,84589.75,164825,43522.92,10305.29,88331.54,,427562.58,,,,
11/14/2021,77922.17,143357.88,49269.25,10829.17,87771.04,,403523.08,,,,
11/13/2021,77979.33,141354.17,50579,10305.71,87357.88,,401391.38,,,,
11/12/2021,73146.25,142689.17,64721.88,10660.79,86996.75,,412461.33,,,,
11/11/2021,73780.21,145874.33,55364.96,10052.46,86829.25,,407889.88,,,,
11/10/2021,76431.58,137431.67,60848.21,10040.92,86527.33,,406748.08,,,,
11/9/2021,84749.08,153525.21,37902.88,9239.13,86124.88,,407130.21,,,,
11/8/2021,78974.08,140654.5,54690.58,11726.96,84843.25,,407588.17,,,,
11/7/2021,71795.8,126245.76,60538.48,9872,83527.64,,385325.48,,,,
11/6/2021,77048.46,149556.17,46424.88,9902.67,81863.54,,398890.38,,,,
11/5/2021,83057.83,172260.63,41260.04,9423.25,80587.13,,424216,,,,
11/4/2021,87448.5,184457.79,27061.63,8810.92,79303.63,,425429.83,,,,
11/3/2021,89166.29,187398.92,17613.08,9466.04,77899.21,,419925.46,,,,
11/2/2021,85856.88,179129.63,24552.79,8899.33,75974.92,,412785.96,,,,
11/1/2021,81393.21,166632.83,32849.04,9452.75,75261.92,,403084.63,,,,
10/31/2021,68719.21,128658.92,53164.88,10870.5,74875.92,,369965.54,,,,
10/30/2021,74234.83,144525.25,37018.79,11360.17,74619.17,,375005.79,,,,
10/29/2021,73429.67,149824.13,54612.54,10919.21,74753.29,,398389.17,,,,
10/28/2021,72779.71,149050.5,63089.71,9374.88,74714.42,,404616.92,,,,
10/27/2021,74282.08,152186.25,64133.58,10920.67,74645.5,,410338.08,,,,
10/26/2021,73003.5,156191.33,70419.21,10639.96,74234,,419081.83,,,,
10/25/2021,78538.79,174485.67,46826.25,8477.88,74870.92,,419846.29,,,,
10/24/2021,71375.08,145041.58,53338.29,9221.58,74463.54,,386616.96,,,,
10/23/2021,75199.13,141690.63,50251.38,11629.46,74306.83,,387665.75,,,,
10/22/2021,82318.33,173367.29,29848.58,10576.04,72920.67,,407102.13,,,,
10/21/2021,78251,176621.17,33464.96,10898.75,73451.92,,412295.13,,,,
10/20/2021,76290.54,161265.21,47070.63,12038.67,73434.54,,408276.79,,,,
10/19/2021,70978.42,144383.25,62917.04,12211.71,73036.17,,401154.04,,,,
10/18/2021,72437.79,141197.83,58059.08,11678.71,73745.25,,392389.17,,,,
10/17/2021,74942.71,130296.46,37007.38,12846.29,75085.33,,362920.58,,,,
10/16/2021,77823.25,148385.58,37907.46,13361.04,74714.13,,386507.88,,,,
10/15/2021,88398.63,172899.63,45476.75,12387.75,77040.29,,433907.75,,,,
10/14/2021,93238.46,182043.17,35579.83,12615.88,77016,,437425.71,,,,
10/13/2021,88080.5,172772.75,51714.83,10937.38,76903.75,,437950.96,,,,
10/12/2021,90160.25,162952.67,56963.54,8989.29,76458.63,,434487.54,,,,
10/11/2021,92216.21,167009.46,44491.29,10819.17,76799.08,,429533.79,,,,
10/10/2021,83087.08,143955.17,63093.83,10960.21,76471.75,,413096.21,,,,
10/9/2021,84374.13,151091.88,60021.75,10211.83,75535.75,,416719.29,,,,
10/8/2021,97720.96,177458.58,37562.29,8899.25,80235.38,,442087.58,,,,
10/7/2021,98958.42,180735.38,34205.58,9404.88,81400.58,,444359.58,,,,
10/6/2021,98439.67,178533.17,31367.17,10722.54,81560,,438809.67,,,,
10/5/2021,101665.08,183784.33,23782.58,10359.54,81938.17,,439653.5,,,,
10/4/2021,103436.92,197637.21,12934.75,10350.92,82372.83,,445430.5,,,,
10/3/2021,97441.04,172236.42,14192.75,12306.92,85687.38,,414571.58,,,,
10/2/2021,99596.5,168164.96,13223.42,13463.79,85063.13,,411881.13,,,,
10/1/2021,106183.88,177897.42,13569.08,12171.04,87849.79,,432160.67,,,,
9/30/2021,103115.88,174362.92,32176.79,12400.04,87821.83,,443196.75,,,,
9/29/2021,99934.33,167071.58,43343.79,13205.13,87770.33,,446922.38,,,,
9/28/2021,98392.08,173412.13,47375.17,12430,87799.46,,454147.54,,,,
9/27/2021,94761.96,164773.96,47672.25,12980,87957.92,,444258.63,,,,
9/26/2021,84207.54,129790.33,53313.54,12881.71,88850.54,,401052.04,,,,
9/25/2021,90239.04,138046.33,34591.46,13681.54,89000.29,,399693,,,,
9/24/2021,91566.17,145588.04,46110.38,12749.5,89753.33,,422467,,,,
9/23/2021,96437.5,157462.21,44978.21,12472.5,89850.21,,436874.29,,,,
9/22/2021,107095.38,174963.83,33152.17,12780,89642.21,,454059.29,,,,
9/21/2021,109815.08,176333.13,49520.75,10575.33,89206.96,,471613.04,,,,
9/20/2021,109551.79,180611.08,57743.67,12429.79,88637.38,,484196.04,,,,
9/19/2021,105994.38,171832.17,47653.46,12917.58,88220.5,,458955.71,,,,
9/18/2021,115075,186627.54,32733.46,12392.67,87278.88,,467146.13,,,,
9/17/2021,118488.67,195067.83,37240.5,11393.63,88684.25,,486185.46,,,,
9/16/2021,114927.75,185355.17,46535.58,12813.5,88623.13,,482840.88,,,,
9/15/2021,124908.38,197202.83,31467.33,13365.5,88909.21,,490682.17,,,,
9/14/2021,125666.71,200311.79,37144.67,14218.42,88427.79,,501840.25,,,,
9/13/2021,118110.58,201479.58,44347.54,14423.67,88223.5,,502536.71,,,,
9/12/2021,108064.58,173329.83,45394.79,14677.46,88978,,463337.5,,,,
9/11/2021,101973.04,158428.29,51484.42,14362.46,90308.5,,449810.5,,,,
9/10/2021,110724.58,173573.42,41483.79,14193.5,93090.13,,467782.67,,,,
9/9/2021,119595.17,197883.25,25354.04,12529.13,93366.04,,485510.5,,,,
9/8/2021,119823.5,203574,35172.63,13112.67,92842.42,,502497,,,,
9/7/2021,112304.38,196486.29,44379.13,14513.63,92902.63,,498749.92,,,,
9/6/2021,113789.54,179500.04,29108.58,14363.38,93181.21,,465764.33,,,,
9/5/2021,115553.17,169149.88,21773.83,14463.33,93303.21,,448553.88,,,,
9/4/2021,116416.21,161048.04,25962.79,15426.79,93475.08,,448184.58,,,,
9/3/2021,120416.63,168724.63,32985.63,15291.33,93062.71,,468681.67,,,,
9/2/2021,120044.25,173820.79,43969.33,14753.83,92853.88,,483327.54,,,,
9/1/2021,129677.71,188221.75,44306.42,12361.17,92622.42,,506101.33,,,,
8/31/2021,139796.13,209433.92,31267.96,11262.96,92282.54,,523024.29,,,,
8/30/2021,146764.75,228662.17,20865.88,12601.5,91825.38,,537988.46,,,,
8/29/2021,136140.88,207761.46,28882.5,13234.38,91978.13,,515069.63,,,,
8/28/2021,135969.38,210818.58,40932.67,14577.25,92091.63,,533784.71,,,,
8/27/2021,145204.29,233505.5,37988.5,14543.92,92900,,566833.13,,,,
8/26/2021,144256.13,242219.04,36902.17,14946.5,94317.67,,577625.25,,,,
8/25/2021,145887.29,242195.67,35225.25,14608.5,94235.96,,576283.79,,,,
8/24/2021,138270.29,227621.96,45834.29,15025.38,94425.75,,564419.96,,,,
8/23/2021,139800.79,219841.96,42936.13,14983.21,95123.25,,555673,,,,
8/22/2021,124154.58,186108.63,45068.75,14466.96,94324.96,,502377.79,,,,
8/21/2021,129050.96,200495.42,39285.38,13761.83,94040.5,,517508.67,,,,
8/20/2021,131202.33,217898.46,48211.96,13382.42,94038.58,,548234.67,,,,
8/19/2021,137880.54,227298.83,32844.58,13628.5,95253.71,,550508.38,,,,
8/18/2021,136540.04,223047.58,32001.83,13519.83,95548.21,,542927.67,,,,
8/17/2021,136226.04,212943.54,31969.83,12265.83,95329.79,,528223.29,,,,
8/16/2021,133500.54,211507.63,31330.71,11862.13,95017.13,,521241.21,,,,
8/15/2021,128415,186880.67,27067.88,12278,94942.83,,484328.42,,,,
8/14/2021,140744,209795.04,22940.08,11775.88,94843.71,,518030.42,,,,
8/13/2021,152657.21,234919.58,26491,13860.92,95165.5,,566818.83,,,,
8/12/2021,150910.58,233024.96,48624.54,14310.17,95204,,585206.42,,,,
8/11/2021,149499.13,227082.17,54666.96,13540.88,95168.21,,581870.58,,,,
8/10/2021,149460.63,224684.21,52947.92,13740.71,94811.63,,575163.58,,,,
8/9/2021,145212.29,215044.25,48505.21,14921.96,94660,,556490.88,,,,
8/8/2021,131517.71,187116.13,47654.33,14923.92,94174,,509964.5,,,,
8/7/2021,127777.46,184441.54,54424.42,13619.08,93240.75,,508729.92,,,,
8/6/2021,129293.08,210212.83,41049.21,15029.25,92858.54,,525704.25,,,,
8/5/2021,131890.54,211843.67,23463.92,14539.04,93711.21,,513013.79,,,,
8/4/2021,130759.13,205240.92,21467.71,13936.13,93685.42,,503408.63,,,,
8/3/2021,131980.79,206636.58,15189.58,13675.79,94001.17,,499676.13,,,,
8/2/2021,135088.63,205544.33,15279.42,14543.54,93791.21,,502798.25,,,,
8/1/2021,129711.54,187382.54,29407.42,13094.92,92925.63,,487928.21,,,,
7/31/2021,136483.63,199845.38,27948.33,14583.54,92588.29,,507314.13,,,,
7/30/2021,147089.96,237415.88,24161.29,13651.38,92596,,554314.13,,,,
7/29/2021,153041.96,242424.38,27932.42,14693.71,92481.54,,570122.83,,,,
7/28/2021,153170.63,243153.54,28962.17,13195.29,92355.75,,569530.92,,,,
7/27/2021,151355.08,245829.25,22291.04,14703.46,93252.25,,567724.29,,,,
7/26/2021,152094.67,239966.42,23760.83,12468.83,92849.58,,562275.88,,,,
7/25/2021,141416.33,211038.25,25892.54,14149.42,92839.92,,522604.96,,,,
7/24/2021,136018.25,206250.88,35414.25,13853.79,91195.38,,521266.96,,,,
7/23/2021,137156.04,207786.67,44462.54,14028.17,90885.33,,534951.92,,,,
7/22/2021,136641.58,208931.92,37082.04,14437.92,91005.54,,529864.67,,,,
7/21/2021,140418.17,215639.71,26197.92,14218.08,92831.13,,531044,,,,
7/20/2021,140621.79,220725.38,21772.71,13462.58,93663.71,,532348.25,,,,
7/19/2021,138791.17,221876.88,16275,12135.75,94763.46,,525442.08,,,,
7/18/2021,131752,202442.54,19426.67,12440.71,94370.79,,497738.96,,,,
7/17/2021,133096,204719,30708.08,15289.04,94045.54,,516638.88,,,,
7/16/2021,141165.67,218478.54,34444.58,15508.63,93691.88,,544558.17,,,,
7/15/2021,139458.58,214895.17,41280.92,15641.54,94506.33,,549444.71,,,,
7/14/2021,133685.92,205044.08,48754.25,14394.75,94792.04,,540650.42,,,,
7/13/2021,132812.83,209809.08,35296.88,14540.29,94851.04,,530109.54,,,,
7/12/2021,135800.08,214100.92,21161.79,14127.21,94217.96,,521005.58,,,,
7/11/2021,124071.5,182050.13,33795.58,13130.92,93540.21,,483708.33,,,,
7/10/2021,123783.71,188565.5,37832.04,14451.79,92236.21,,495229.04,,,,
7/9/2021,130770.54,205852.79,37551.71,14650.25,91997.71,,521972.25,,,,
7/8/2021,139365.96,217259.83,22590.33,13627.58,92501.17,,525961.83,,,,
7/7/2021,145539.83,224185.71,22041.46,14273.63,92162.38,,539702.67,,,,
7/6/2021,140015.92,227931.21,24962.5,14581.25,91952.79,,541951.42,,,,
7/5/2021,128559.5,193975.92,29601.58,14685.46,92099.79,,499251.42,,,,
7/4/2021,117022.25,163396.96,34497.63,15233.58,92361.04,,460076.29,,,,
7/3/2021,118094.38,165931.92,24702.75,13233,92595.75,,453005.17,,,,
7/2/2021,129865.67,190752.67,22147.42,12977.75,92840.25,,490379.71,,,,
7/1/2021,142243.25,209634.75,22670.67,14929.25,92115.04,,524234.71,,,,
6/30/2021,149353.88,231166.17,17768.71,13276.33,92270.13,,549345.38,,,,
6/29/2021,147800.75,241000.79,14644.04,12432.58,92428.75,,554699.67,,,,
6/28/2021,142051.17,237542.75,17664.96,13481.79,92570.5,,549273.5,,,,
6/27/2021,131247.42,202023.63,26659.21,14353.33,91816.13,,507670.38,,,,
6/26/2021,121448.63,183747.17,44365.13,14663.42,91888.08,,497138.63,,,,
6/25/2021,120655.17,181664.42,47245.67,14704.13,92712,,499350.96,,,,
6/24/2021,114876.67,172035.33,57645.04,14966.33,92874.13,,493956.96,,,,
6/23/2021,109500.92,159303.67,62812.21,12997.08,93050.92,,478580.96,,,,
6/22/2021,116805.67,179295,35203.96,12638,94672.29,,479646.33,,,,
6/21/2021,121733.04,193679.63,53594.17,14148.21,93899.58,,521917.29,,,,
6/20/2021,116005.75,179528.25,54397.79,14338.63,94927.58,,499307.08,,,,
6/19/2021,121447.96,188839.42,41287.17,14231.38,93288.17,,500263.63,,,,
6/18/2021,126595.54,205134.25,40491.58,14687.29,91270.88,,522018.75,,,,
6/17/2021,123098.67,198452.38,39711,15298.33,91008.67,,508874.71,,,,
6/16/2021,123841.38,194002.08,36789.33,15112.71,90795.75,,499647.17,,,,
6/15/2021,131472.88,208504.5,24458.17,15101.96,90853.17,,510046.58,,,,
6/14/2021,128099.79,210534.33,30060.88,15252.5,90886.63,,515681.38,,,,
6/13/2021,120493.92,190704,27713.17,16054,89736.54,,482895.46,,,,
6/12/2021,121273.04,187764.13,30290.33,15080.92,88481.83,,483464.88,,,,
6/11/2021,120406.63,187754.96,49834.67,15479.29,90211.83,,506707.79,,,,
6/10/2021,126918.67,197913.29,45405.54,15041.25,91176.79,,519783.38,,,,
6/9/2021,129093,207467.42,36751.75,14778.04,91676.5,,524412.29,,,,
6/8/2021,124509.75,204095.83,40233.21,14929.04,90661.96,,518643.79,,,,
6/7/2021,124931.71,199005.42,39041.33,13098.75,91604.38,,512166.67,,,,
6/6/2021,105708.38,163731.08,56962.17,15281.63,91706.29,,474255.38,,,,
6/5/2021,105106.13,164135.42,52046.54,15454.5,91968.46,,469565.29,,,,
6/4/2021,105344.04,175253.54,40152.42,15091.46,94252.04,,472596.67,,,,
6/3/2021,105259.04,175625.08,26808.46,13552.46,94387.63,,456332.96,,,,
6/2/2021,104000.17,174163.08,16143.63,14011.46,94220.33,,443261.88,,,,
6/1/2021,99409.21,164309.08,13865.33,15466.21,94163.88,,427269.46,,,,
5/31/2021,86792.83,128153.04,26818.75,14450.92,94066.79,,386581.96,,,,
5/30/2021,79757.04,119684.46,33794.25,13407.13,93296.92,,374898.58,,,,
5/29/2021,79714.79,130530.38,38360.46,14799,92902.25,,392448.46,,,,
5/28/2021,91112.33,152053.92,52147.88,14968.25,91801.33,,440010.75,,,,
5/27/2021,100363.83,167491.63,56242.04,15633.63,90311.33,,468779.04,,,,
5/26/2021,108677.17,173484.67,49868.96,14718.88,90653.5,,477842.88,,,,
5/25/2021,106635.63,162390,51844.38,14622.75,91135.13,,466658.42,,,,
5/24/2021,102565.63,150077.96,54574.08,15173.46,91624.54,,451609.92,,,,
5/23/2021,96119.13,137583.46,53189.5,13276.25,91177.21,,428351,,,,
5/22/2021,92338.67,140095.25,50592.88,12970.67,89367.17,,424157.96,,,,
5/21/2021,90361.13,145264.46,62758.79,14115.71,88943.96,,441713.67,,,,
5/20/2021,94834.75,152180.67,49804.71,15607.42,88517.71,,440667.96,,,,
5/19/2021,95640.08,152611.54,38997.04,15180.46,88018.79,,429962.83,,,,
5/18/2021,90061.29,144644.88,44834.5,14809.46,86472.96,,417662,,,,
5/17/2021,86369.25,140015.21,44225.46,15091.58,85564.13,,407803.33,,,,
